"cc_iso3c","group","sort_order","metric","label","value","incise_average","imputed","description","source"
"CAN","int",2,"int_busfav","Favour businesses",0.61,0.48,"","Officials favour certain businesses","WEF_2017"
"CHE","int",2,"int_busfav","Favour businesses",0.9,0.48,"","Officials favour certain businesses","WEF_2017"
"CHL","int",2,"int_busfav","Favour businesses",0.46,0.48,"","Officials favour certain businesses","WEF_2017"
"CZE","int",2,"int_busfav","Favour businesses",0.19,0.48,"","Officials favour certain businesses","WEF_2017"
"DEU","int",2,"int_busfav","Favour businesses",0.84,0.48,"","Officials favour certain businesses","WEF_2017"
"DNK","int",2,"int_busfav","Favour businesses",0.8,0.48,"","Officials favour certain businesses","WEF_2017"
"ESP","int",2,"int_busfav","Favour businesses",0.26,0.48,"","Officials favour certain businesses","WEF_2017"
"EST","int",2,"int_busfav","Favour businesses",0.61,0.48,"","Officials favour certain businesses","WEF_2017"
"FIN","int",2,"int_busfav","Favour businesses",0.98,0.48,"","Officials favour certain businesses","WEF_2017"
"FRA","int",2,"int_busfav","Favour businesses",0.55,0.48,"","Officials favour certain businesses","WEF_2017"
"GBR","int",2,"int_busfav","Favour businesses",0.71,0.48,"","Officials favour certain businesses","WEF_2017"
"GRC","int",2,"int_busfav","Favour businesses",0.19,0.48,"","Officials favour certain businesses","WEF_2017"
"HRV","int",2,"int_busfav","Favour businesses",0.06,0.48,"","Officials favour certain businesses","WEF_2017"
"HUN","int",2,"int_busfav","Favour businesses",0,0.48,"","Officials favour certain businesses","WEF_2017"
"IRL","int",2,"int_busfav","Favour businesses",0.72,0.48,"","Officials favour certain businesses","WEF_2017"
"ISL","int",2,"int_busfav","Favour businesses",0.66,0.48,"","Officials favour certain businesses","WEF_2017"
"ISR","int",2,"int_busfav","Favour businesses",0.47,0.48,"","Officials favour certain businesses","WEF_2017"
"ITA","int",2,"int_busfav","Favour businesses",0.08,0.48,"","Officials favour certain businesses","WEF_2017"
"JPN","int",2,"int_busfav","Favour businesses",0.78,0.48,"","Officials favour certain businesses","WEF_2017"
"KOR","int",2,"int_busfav","Favour businesses",0.26,0.48,"","Officials favour certain businesses","WEF_2017"
"LTU","int",2,"int_busfav","Favour businesses",0.27,0.48,"","Officials favour certain businesses","WEF_2017"
"LVA","int",2,"int_busfav","Favour businesses",0.15,0.48,"","Officials favour certain businesses","WEF_2017"
"MEX","int",2,"int_busfav","Favour businesses",0.02,0.48,"","Officials favour certain businesses","WEF_2017"
"NLD","int",2,"int_busfav","Favour businesses",0.96,0.48,"","Officials favour certain businesses","WEF_2017"
"NOR","int",2,"int_busfav","Favour businesses",0.81,0.48,"","Officials favour certain businesses","WEF_2017"
"NZL","int",2,"int_busfav","Favour businesses",1,0.48,"","Officials favour certain businesses","WEF_2017"
"POL","int",2,"int_busfav","Favour businesses",0.25,0.48,"","Officials favour certain businesses","WEF_2017"
"PRT","int",2,"int_busfav","Favour businesses",0.44,0.48,"","Officials favour certain businesses","WEF_2017"
"ROU","int",2,"int_busfav","Favour businesses",0.09,0.48,"","Officials favour certain businesses","WEF_2017"
"SVK","int",2,"int_busfav","Favour businesses",0.01,0.48,"","Officials favour certain businesses","WEF_2017"
"SVN","int",2,"int_busfav","Favour businesses",0.23,0.48,"","Officials favour certain businesses","WEF_2017"
"SWE","int",2,"int_busfav","Favour businesses",0.93,0.48,"","Officials favour certain businesses","WEF_2017"
"TUR","int",2,"int_busfav","Favour businesses",0.09,0.48,"Imputed value","Officials favour certain businesses","WEF_2017"
"USA","int",2,"int_busfav","Favour businesses",0.71,0.48,"","Officials favour certain businesses","WEF_2017"
"AUS","int",3,"int_embezzlefund","Officials embezzle",0.89,0.65,"","Officals embezzle/steal funds","QOG_2015"
"AUT","int",3,"int_embezzlefund","Officials embezzle",0.82,0.65,"","Officals embezzle/steal funds","QOG_2015"
"BEL","int",3,"int_embezzlefund","Officials embezzle",0.79,0.65,"","Officals embezzle/steal funds","QOG_2015"
"BGR","int",3,"int_embezzlefund","Officials embezzle",0.3,0.65,"","Officals embezzle/steal funds","QOG_2015"
"CAN","int",3,"int_embezzlefund","Officials embezzle",0.89,0.65,"","Officals embezzle/steal funds","QOG_2015"
"CHE","int",3,"int_embezzlefund","Officials embezzle",0.85,0.65,"","Officals embezzle/steal funds","QOG_2015"
"CHL","int",3,"int_embezzlefund","Officials embezzle",0.8,0.65,"","Officals embezzle/steal funds","QOG_2015"
"CZE","int",3,"int_embezzlefund","Officials embezzle",0.4,0.65,"","Officals embezzle/steal funds","QOG_2015"
"DEU","int",3,"int_embezzlefund","Officials embezzle",0.9,0.65,"","Officals embezzle/steal funds","QOG_2015"
"DNK","int",3,"int_embezzlefund","Officials embezzle",0.95,0.65,"","Officals embezzle/steal funds","QOG_2015"
"ESP","int",3,"int_embezzlefund","Officials embezzle",0.61,0.65,"","Officals embezzle/steal funds","QOG_2015"
"EST","int",3,"int_embezzlefund","Officials embezzle",0.63,0.65,"","Officals embezzle/steal funds","QOG_2015"
"FIN","int",3,"int_embezzlefund","Officials embezzle",0.92,0.65,"","Officals embezzle/steal funds","QOG_2015"
"FRA","int",3,"int_embezzlefund","Officials embezzle",0.82,0.65,"","Officals embezzle/steal funds","QOG_2015"
"GBR","int",3,"int_embezzlefund","Officials embezzle",0.81,0.65,"","Officals embezzle/steal funds","QOG_2015"
"GRC","int",3,"int_embezzlefund","Officials embezzle",0.34,0.65,"","Officals embezzle/steal funds","QOG_2015"
"HRV","int",3,"int_embezzlefund","Officials embezzle",0.4,0.65,"","Officals embezzle/steal funds","QOG_2015"
"HUN","int",3,"int_embezzlefund","Officials embezzle",0.39,0.65,"","Officals embezzle/steal funds","QOG_2015"
"IRL","int",3,"int_embezzlefund","Officials embezzle",0.83,0.65,"","Officals embezzle/steal funds","QOG_2015"
"ISL","int",3,"int_embezzlefund","Officials embezzle",0.96,0.65,"","Officals embezzle/steal funds","QOG_2015"
"ISR","int",3,"int_embezzlefund","Officials embezzle",0.61,0.65,"","Officals embezzle/steal funds","QOG_2015"
"ITA","int",3,"int_embezzlefund","Officials embezzle",0.15,0.65,"","Officals embezzle/steal funds","QOG_2015"
"JPN","int",3,"int_embezzlefund","Officials embezzle",0.75,0.65,"","Officals embezzle/steal funds","QOG_2015"
"KOR","int",3,"int_embezzlefund","Officials embezzle",0.65,0.65,"","Officals embezzle/steal funds","QOG_2015"
"LTU","int",3,"int_embezzlefund","Officials embezzle",0.62,0.65,"","Officals embezzle/steal funds","QOG_2015"
"LVA","int",3,"int_embezzlefund","Officials embezzle",0.65,0.65,"","Officals embezzle/steal funds","QOG_2015"
"MEX","int",3,"int_embezzlefund","Officials embezzle",0,0.65,"","Officals embezzle/steal funds","QOG_2015"
"NLD","int",3,"int_embezzlefund","Officials embezzle",0.91,0.65,"","Officals embezzle/steal funds","QOG_2015"
"NOR","int",3,"int_embezzlefund","Officials embezzle",0.96,0.65,"","Officals embezzle/steal funds","QOG_2015"
"NZL","int",3,"int_embezzlefund","Officials embezzle",1,0.65,"","Officals embezzle/steal funds","QOG_2015"
"POL","int",3,"int_embezzlefund","Officials embezzle",0.73,0.65,"","Officals embezzle/steal funds","QOG_2015"
"PRT","int",3,"int_embezzlefund","Officials embezzle",0.4,0.65,"","Officals embezzle/steal funds","QOG_2015"
"ROU","int",3,"int_embezzlefund","Officials embezzle",0.2,0.65,"","Officals embezzle/steal funds","QOG_2015"
"SVK","int",3,"int_embezzlefund","Officials embezzle",0.18,0.65,"","Officals embezzle/steal funds","QOG_2015"
"SVN","int",3,"int_embezzlefund","Officials embezzle",0.41,0.65,"","Officals embezzle/steal funds","QOG_2015"
"SWE","int",3,"int_embezzlefund","Officials embezzle",0.87,0.65,"","Officals embezzle/steal funds","QOG_2015"
"TUR","int",3,"int_embezzlefund","Officials embezzle",0.32,0.65,"","Officals embezzle/steal funds","QOG_2015"
"USA","int",3,"int_embezzlefund","Officials embezzle",0.83,0.65,"","Officals embezzle/steal funds","QOG_2015"
"AUS","int",4,"int_grantfavours","Favours for bribes",0.85,0.64,"","Officials grant favours for bribes","QOG_2015"
"AUT","int",4,"int_grantfavours","Favours for bribes",0.81,0.64,"","Officials grant favours for bribes","QOG_2015"
"BEL","int",4,"int_grantfavours","Favours for bribes",0.74,0.64,"","Officials grant favours for bribes","QOG_2015"
"BGR","int",4,"int_grantfavours","Favours for bribes",0.32,0.64,"","Officials grant favours for bribes","QOG_2015"
"CAN","int",4,"int_grantfavours","Favours for bribes",0.93,0.64,"","Officials grant favours for bribes","QOG_2015"
"CHE","int",4,"int_grantfavours","Favours for bribes",0.82,0.64,"","Officials grant favours for bribes","QOG_2015"
"CHL","int",4,"int_grantfavours","Favours for bribes",0.8,0.64,"","Officials grant favours for bribes","QOG_2015"
"CZE","int",4,"int_grantfavours","Favours for bribes",0.41,0.64,"","Officials grant favours for bribes","QOG_2015"
"DEU","int",4,"int_grantfavours","Favours for bribes",0.87,0.64,"","Officials grant favours for bribes","QOG_2015"
"DNK","int",4,"int_grantfavours","Favours for bribes",0.94,0.64,"","Officials grant favours for bribes","QOG_2015"
"ESP","int",4,"int_grantfavours","Favours for bribes",0.58,0.64,"","Officials grant favours for bribes","QOG_2015"
"EST","int",4,"int_grantfavours","Favours for bribes",0.63,0.64,"","Officials grant favours for bribes","QOG_2015"
"FIN","int",4,"int_grantfavours","Favours for bribes",0.89,0.64,"","Officials grant favours for bribes","QOG_2015"
"FRA","int",4,"int_grantfavours","Favours for bribes",0.81,0.64,"","Officials grant favours for bribes","QOG_2015"
"GBR","int",4,"int_grantfavours","Favours for bribes",0.81,0.64,"","Officials grant favours for bribes","QOG_2015"
"GRC","int",4,"int_grantfavours","Favours for bribes",0.29,0.64,"","Officials grant favours for bribes","QOG_2015"
"HRV","int",4,"int_grantfavours","Favours for bribes",0.45,0.64,"","Officials grant favours for bribes","QOG_2015"
"HUN","int",4,"int_grantfavours","Favours for bribes",0.31,0.64,"","Officials grant favours for bribes","QOG_2015"
"IRL","int",4,"int_grantfavours","Favours for bribes",0.82,0.64,"","Officials grant favours for bribes","QOG_2015"
"ISL","int",4,"int_grantfavours","Favours for bribes",0.92,0.64,"","Officials grant favours for bribes","QOG_2015"
"ISR","int",4,"int_grantfavours","Favours for bribes",0.68,0.64,"","Officials grant favours for bribes","QOG_2015"
"ITA","int",4,"int_grantfavours","Favours for bribes",0.22,0.64,"","Officials grant favours for bribes","QOG_2015"
"JPN","int",4,"int_grantfavours","Favours for bribes",0.77,0.64,"","Officials grant favours for bribes","QOG_2015"
"KOR","int",4,"int_grantfavours","Favours for bribes",0.56,0.64,"","Officials grant favours for bribes","QOG_2015"
"LTU","int",4,"int_grantfavours","Favours for bribes",0.56,0.64,"","Officials grant favours for bribes","QOG_2015"
"LVA","int",4,"int_grantfavours","Favours for bribes",0.64,0.64,"","Officials grant favours for bribes","QOG_2015"
"MEX","int",4,"int_grantfavours","Favours for bribes",0,0.64,"","Officials grant favours for bribes","QOG_2015"
"NLD","int",4,"int_grantfavours","Favours for bribes",0.9,0.64,"","Officials grant favours for bribes","QOG_2015"
"NOR","int",4,"int_grantfavours","Favours for bribes",0.95,0.64,"","Officials grant favours for bribes","QOG_2015"
"NZL","int",4,"int_grantfavours","Favours for bribes",1,0.64,"","Officials grant favours for bribes","QOG_2015"
"POL","int",4,"int_grantfavours","Favours for bribes",0.75,0.64,"","Officials grant favours for bribes","QOG_2015"
"PRT","int",4,"int_grantfavours","Favours for bribes",0.41,0.64,"","Officials grant favours for bribes","QOG_2015"
"ROU","int",4,"int_grantfavours","Favours for bribes",0.16,0.64,"","Officials grant favours for bribes","QOG_2015"
"SVK","int",4,"int_grantfavours","Favours for bribes",0.25,0.64,"","Officials grant favours for bribes","QOG_2015"
"SVN","int",4,"int_grantfavours","Favours for bribes",0.58,0.64,"","Officials grant favours for bribes","QOG_2015"
"SWE","int",4,"int_grantfavours","Favours for bribes",0.9,0.64,"","Officials grant favours for bribes","QOG_2015"
"TUR","int",4,"int_grantfavours","Favours for bribes",0.26,0.64,"","Officials grant favours for bribes","QOG_2015"
"USA","int",4,"int_grantfavours","Favours for bribes",0.83,0.64,"","Officials grant favours for bribes","QOG_2015"
"AUS","int",5,"int_fairtrtmnt","Fair treatment",0.75,0.59,"","Officials treat people fairly","QOG_2015"
"AUT","int",5,"int_fairtrtmnt","Fair treatment",0.8,0.59,"","Officials treat people fairly","QOG_2015"
"BEL","int",5,"int_fairtrtmnt","Fair treatment",1,0.59,"","Officials treat people fairly","QOG_2015"
"BGR","int",5,"int_fairtrtmnt","Fair treatment",0.57,0.59,"","Officials treat people fairly","QOG_2015"
"CAN","int",5,"int_fairtrtmnt","Fair treatment",0.84,0.59,"","Officials treat people fairly","QOG_2015"
"CHE","int",5,"int_fairtrtmnt","Fair treatment",0.94,0.59,"","Officials treat people fairly","QOG_2015"
"CHL","int",5,"int_fairtrtmnt","Fair treatment",0.71,0.59,"","Officials treat people fairly","QOG_2015"
"CZE","int",5,"int_fairtrtmnt","Fair treatment",0.49,0.59,"","Officials treat people fairly","QOG_2015"
"DEU","int",5,"int_fairtrtmnt","Fair treatment",0.77,0.59,"","Officials treat people fairly","QOG_2015"
"DNK","int",5,"int_fairtrtmnt","Fair treatment",0.88,0.59,"","Officials treat people fairly","QOG_2015"
"ESP","int",5,"int_fairtrtmnt","Fair treatment",0.6,0.59,"","Officials treat people fairly","QOG_2015"
"EST","int",5,"int_fairtrtmnt","Fair treatment",0.26,0.59,"","Officials treat people fairly","QOG_2015"
"FIN","int",5,"int_fairtrtmnt","Fair treatment",0.83,0.59,"","Officials treat people fairly","QOG_2015"
"FRA","int",5,"int_fairtrtmnt","Fair treatment",0.72,0.59,"","Officials treat people fairly","QOG_2015"
"GBR","int",5,"int_fairtrtmnt","Fair treatment",0.53,0.59,"","Officials treat people fairly","QOG_2015"
"GRC","int",5,"int_fairtrtmnt","Fair treatment",0.13,0.59,"","Officials treat people fairly","QOG_2015"
"HRV","int",5,"int_fairtrtmnt","Fair treatment",0.35,0.59,"","Officials treat people fairly","QOG_2015"
"HUN","int",5,"int_fairtrtmnt","Fair treatment",0.17,0.59,"","Officials treat people fairly","QOG_2015"
"IRL","int",5,"int_fairtrtmnt","Fair treatment",0.57,0.59,"","Officials treat people fairly","QOG_2015"
